edad;sexo;departamento_nacimiento;municipio_nacimiento;diploma_educacion;campaña;campaña_fecha;poblacion;comuna_residencia;zona_residencia;cali_nacimiento;codigo_barrio_residencia;nombre_barrio_residencia;comuna
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1004;Santa Elena;10
30.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;10;;Si;1004;Santa Elena;10
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;813;Santa Fe;8
24.0;Hombre;;;Media académica o clásica;encuentas;25MAR2018;Técnico administración;2;;Si;210;Santa Mónica;2
18.0;Mujer;Bolívar;Cartagena;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;805;Santa Mónica Popular;8
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;805;Santa Mónica Popular;8
83.0;Mujer;Valle del Cauca;Cali;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;201;Santa Rita;2
31.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;201;Santa Rita;2
58.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;201;Santa Rita;2
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;201;Santa Rita;2
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;201;Santa Rita;2
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;201;Santa Rita;2
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;201;Santa Rita;2
71.0;Mujer;Valle del Cauca;Candelaria;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;307;Santa Rosa;3
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;307;Santa Rosa;3
19.0;Hombre;Putumayo;Mocoa;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;307;Santa Rosa;3
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;307;Santa Rosa;3
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;202;Santa Teresita;2
16.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;402;Santander;4
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;402;Santander;4
16.0;Hombre;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;4;cali_zona_urbana;;402;Santander;4
25.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;10;;;1006;Santo Domingo;10
32.0;Mujer;Cauca;Guapi;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1006;Santo Domingo;10
39.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1897;Sector Alto Jordán;18
34.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;13;;Si;1399;Sector Asprosocial-Diamante;13
27.0;Mujer;Cundinamarca;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;19;;;1995;Sector Cañaveralejo Guadalupe Antigua;19
56.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;698;Sector Puente del Comercio;6
8.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;No reportado;;;698;Sector Puente del Comercio;6
55.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;7;;;707;Siete de Agosto;7
30.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;7;cali_zona_urbana;;707;Siete de Agosto;7
53.0;Hombre;Cauca;Corinto;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;2003;Siloé;20
15.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;2003;Siloé;20
40.0;Mujer;Cauca;Corinto;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;2003;Siloé;20
49.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;2003;Siloé;20
41.0;Mujer;No reportado;No reportado;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;2003;Siloé;20
25.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;20;;;2003;Siloé;20
20.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;14;;;2003;Siloé;20
17.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;2003;Siloé;20
37.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;20;cali_zona_urbana;;2003;Siloé;20
19.0;Mujer;;;No reportado;narrativas;09ABR2019;Ciudadano;20;cali_zona_urbana;;2003;Siloé;20
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;20;cali_zona_urbana;;2003;Siloé;20
54.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;909;Sucre;9
23.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1983;Tejares - Cristales;19
41.0;Hombre;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;101;Terrón Colorado;1
20.0;Mujer;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;101;Terrón Colorado;1
26.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;101;Terrón Colorado;1
26.0;Hombre;Antioquia;Caucasia;Media académica o clásica;narrativas;01AGO2018;Ciudadano;1;;;101;Terrón Colorado;1
35.0;Hombre;Nariño;Barbacoas;Básica primaria;narrativas;01AGO2018;Ciudadano;1;;;101;Terrón Colorado;1
26.0;Hombre;Antioquia;Medellín;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;101;Terrón Colorado;1
26.0;Hombre;Antioquia;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;101;Terrón Colorado;1
17.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;1;;;101;Terrón Colorado;1
18.0;Mujer;Antioquia;Marinilla;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
25.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
32.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
19.0;Mujer;Cauca;Timbío;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
16.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;1;cali_zona_urbana;;101;Terrón Colorado;1
39.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;20;;Si;2007;Tierra Blanca;20
50.0;Mujer;Valle del Cauca;Candelaria;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;598;Torres de Comfandi;5
17.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;5;;;598;Torres de Comfandi;5
;Mujer;Cauca;Morales;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;598;Torres de Comfandi;5
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;598;Torres de Comfandi;5
22.0;Mujer;Nariño;San Andres de Tumaco;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;598;Torres de Comfandi;5
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;598;Torres de Comfandi;5
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;598;Torres de Comfandi;5
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;598;Torres de Comfandi;5
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;598;Torres de Comfandi;5
46.0;Mujer;;;Técnica profesional;encuentas;25MAR2018;Técnico administración;5;;Si;598;Torres de Comfandi;5
27.0;Mujer;Valle del Cauca;Cali;Profesional;narrativas;01AGO2018;Ciudadano;13;;;1301;Ulpiano Lloreda;13
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1791;Unicentro Cali;17
49.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1791;Unicentro Cali;17
25.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;4;;Si;419;Unidad Residencial Bueno Madrid;4
24.0;Mujer;;;Técnica profesional;encuentas;25MAR2018;Técnico administración;4;;Si;419;Unidad Residencial Bueno Madrid;4
68.0;Mujer;Nariño;Pasto;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;697;Urbanización Calimio;6
29.0;Mujer;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;No reportado;;;697;Urbanización Calimio;6
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;697;Urbanización Calimio;6
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;697;Urbanización Calimio;6
54.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;2201;Urbanización Ciudad Jardín;22
19.0;Hombre;Valle del Cauca;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;2201;Urbanización Ciudad Jardín;22
30.0;Mujer;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;22;;;2201;Urbanización Ciudad Jardín;22
26.0;Mujer;Valle del Cauca;Cali;Profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;2201;Urbanización Ciudad Jardín;22
19.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;22;;;2201;Urbanización Ciudad Jardín;22
18.0;Mujer;Cauca;Popayán;Media académica o clásica;narrativas;01AGO2018;Ciudadano;22;;;2201;Urbanización Ciudad Jardín;22
;Hombre;;;No reportado;narrativas;01AGO2018;Ciudadano;No reportado;;;2201;Urbanización Ciudad Jardín;22
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2201;Urbanización Ciudad Jardín;22
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2201;Urbanización Ciudad Jardín;22
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2201;Urbanización Ciudad Jardín;22
20.0;Mujer;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2201;Urbanización Ciudad Jardín;22
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2201;Urbanización Ciudad Jardín;22
22.0;Mujer;Valle del Cauca;Argelia;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2201;Urbanización Ciudad Jardín;22
62.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2201;Urbanización Ciudad Jardín;22
42.0;Hombre;Cauca;Patía;Tecnológica;narrativas;01AGO2018;Ciudadano;No reportado;;;1915;Urbanización Colseguros;19
58.0;Hombre;Valle del Cauca;Tuluá;Maestría;narrativas;01AGO2018;Ciudadano;2;;;293;Urbanización La Merced;2
60.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;818;Urbanización La Nueva Base;8
43.0;Mujer;Atlántico;Barranquilla;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;818;Urbanización La Nueva Base;8
18.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;2297;Urbanización Río Lili;22
18.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;2297;Urbanización Río Lili;22
23.0;Mujer;;;No reportado;narrativas;01AGO2018;Ciudadano;17;;;2297;Urbanización Río Lili;22
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;22;cali_zona_urbana;;2297;Urbanización Río Lili;22
21.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1904;Urbanización Tequendama;19
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1904;Urbanización Tequendama;19
21.0;Mujer;Valle del Cauca;Buenaventura;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;2198;Valle Grande;21
16.0;Mujer;La Guajira;Barrancas;Básica primaria;narrativas;01AGO2018;Ciudadano;14;;;2198;Valle Grande;21
14.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;21;;;2198;Valle Grande;21
26.0;Mujer;Valle del Cauca;Cali;Tecnológica;narrativas;01AGO2018;Ciudadano;21;;;2198;Valle Grande;21
26.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2198;Valle Grande;21
16.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2198;Valle Grande;21
18.0;Mujer;Nariño;Sandoná;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2198;Valle Grande;21
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2198;Valle Grande;21
51.0;Mujer;Cauca;Buenos Aires;Técnica profesional;encuentas;25MAR2018;Técnico administración;21;;No;2198;Valle Grande;21
20.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;2;;;208;Versalles;2
;Hombre;Valle del Cauca;Cali;Maestría;narrativas;01AGO2018;Ciudadano;2;;;208;Versalles;2
17.0;Mujer;Valle del Cauca;Palmira;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;208;Versalles;2
47.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;208;Versalles;2
23.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;208;Versalles;2
28.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;Profesional;encuentas;25MAR2018;Técnico administración;2;;No;208;Versalles;2
18.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;8;;;815;Villa Colombia;8
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;815;Villa Colombia;8
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;8;cali_zona_urbana;;815;Villa Colombia;8
35.0;Hombre;Valle del Cauca;Buenaventura;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;1310;Villa del Lago;13
36.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1310;Villa del Lago;13
35.0;Hombre;Chocó;Tadó;Media académica o clásica;encuentas;25MAR2018;Técnico administración;13;;No;1310;Villa del Lago;13
10.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;599;Villa del Prado - El Guabito;5
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;5;;;599;Villa del Prado - El Guabito;5
18.0;Mujer;Antioquia;Medellín;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;599;Villa del Prado - El Guabito;5
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;01AGO2018;Ciudadano;5;;;595;Villa del Sol;5
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;5;cali_zona_urbana;;595;Villa del Sol;5
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1114;Villa del Sur;11
25.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1114;Villa del Sur;11
37.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1201;Villanueva;12
18.0;Hombre;Valle del Cauca;Buenaventura;No reportado;narrativas;09ABR2019;Ciudadano;12;cali_zona_urbana;;1201;Villanueva;12
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;12;cali_zona_urbana;;1201;Villanueva;12
47.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;294;Vipasa;2
20.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;2;;;294;Vipasa;2
18.0;Mujer;Caldas;Manizales;Tecnológica;narrativas;01AGO2018;Ciudadano;No reportado;;;294;Vipasa;2
58.0;Hombre;Valle del Cauca;El Cerrito;Maestría;narrativas;01AGO2018;Ciudadano;2;;;294;Vipasa;2
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;294;Vipasa;2
63.0;Mujer;Cauca;Corinto;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;102;Vista Hermosa;1
16.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;102;Vista Hermosa;1
